[Frame 1] Tracks: 0
[Frame 2] Tracks: 0
[Frame 3] Tracks: 0
[Frame 4] Tracks: 1
[Frame 5] Tracks: 0
[Frame 6] Tracks: 1
[Frame 7] Tracks: 1
[Frame 8] Tracks: 0
[Frame 9] Tracks: 0
[Frame 10] Tracks: 0
[Frame 11] Tracks: 0
[Frame 12] Tracks: 0
[Frame 13] Tracks: 0
[Frame 14] Tracks: 1
[Frame 15] Tracks: 0
[Frame 16] Tracks: 0
[Frame 17] Tracks: 0
[Frame 18] Tracks: 0
[Frame 19] Tracks: 0
[Frame 20] Tracks: 0
[Frame 21] Tracks: 0
[Frame 22] Tracks: 1
[Frame 23] Tracks: 0
[Frame 24] Tracks: 0
[Frame 25] Tracks: 0
[Frame 26] Tracks: 0
[Frame 27] Tracks: 0
[Frame 28] Tracks: 0
[Frame 29] Tracks: 0
[Frame 30] Tracks: 0
[Frame 31] Tracks: 0
[Frame 32] Tracks: 0
[Frame 33] Tracks: 0
[Frame 34] Tracks: 0
[Frame 35] Tracks: 0
[Frame 36] Tracks: 0
[Frame 37] Tracks: 0
[Frame 38] Tracks: 0
[Frame 39] Tracks: 0
[Frame 40] Tracks: 0
[Frame 41] Tracks: 0
[Frame 42] Tracks: 0
[Frame 43] Tracks: 0
[Frame 44] Tracks: 0
[Frame 45] Tracks: 0
[Frame 46] Tracks: 0
[Frame 47] Tracks: 1
[Frame 48] Tracks: 0
[Frame 49] Tracks: 1
[Frame 50] Tracks: 0
[Frame 51] Tracks: 2
[Frame 52] Tracks: 2
[Frame 53] Tracks: 0
[Frame 54] Tracks: 0
[Frame 55] Tracks: 0
[Frame 56] Tracks: 0
[Frame 57] Tracks: 1
[Frame 58] Tracks: 0
[Frame 59] Tracks: 0
[Frame 60] Tracks: 0
[Frame 61] Tracks: 0
[Frame 62] Tracks: 1
[Frame 63] Tracks: 0
[Frame 64] Tracks: 0
[Frame 65] Tracks: 0
[Frame 66] Tracks: 0
[Frame 67] Tracks: 0
[Frame 68] Tracks: 0
[Frame 69] Tracks: 0
[Frame 70] Tracks: 0
