[Frame 71] Tracks: 0
[Frame 72] Tracks: 0
[Frame 73] Tracks: 0
[Frame 74] Tracks: 1
[Frame 75] Tracks: 1
[Frame 76] Tracks: 0
[Frame 77] Tracks: 0
[Frame 78] Tracks: 0
[Frame 79] Tracks: 0
[Frame 80] Tracks: 0
[Frame 81] Tracks: 1
[Frame 82] Tracks: 0
[Frame 83] Tracks: 0
[Frame 84] Tracks: 0
[Frame 85] Tracks: 0
[Frame 86] Tracks: 0
[Frame 87] Tracks: 0
[Frame 88] Tracks: 1
[Frame 89] Tracks: 2
[Frame 90] Tracks: 0
[Frame 91] Tracks: 0
[Frame 92] Tracks: 0
[Frame 93] Tracks: 0
[Frame 94] Tracks: 1
[Frame 95] Tracks: 0
[Frame 96] Tracks: 0
[Frame 97] Tracks: 0
[Frame 98] Tracks: 0
[Frame 99] Tracks: 0
[Frame 100] Tracks: 0
[Frame 101] Tracks: 0
[Frame 102] Tracks: 0
[Frame 103] Tracks: 0
[Frame 104] Tracks: 0
[Frame 105] Tracks: 0
[Frame 106] Tracks: 0
[Frame 107] Tracks: 0
[Frame 108] Tracks: 1
[Frame 109] Tracks: 0
[Frame 110] Tracks: 0
[Frame 111] Tracks: 0
[Frame 112] Tracks: 1
[Frame 113] Tracks: 0
[Frame 114] Tracks: 0
[Frame 115] Tracks: 0
[Frame 116] Tracks: 0
[Frame 117] Tracks: 0
[Frame 118] Tracks: 0
[Frame 119] Tracks: 0
[Frame 120] Tracks: 0
[Frame 121] Tracks: 0
[Frame 122] Tracks: 0
[Frame 123] Tracks: 0
[Frame 124] Tracks: 0
[Frame 125] Tracks: 1
[Frame 126] Tracks: 0
[Frame 127] Tracks: 0
[Frame 128] Tracks: 0
[Frame 129] Tracks: 0
[Frame 130] Tracks: 1
[Frame 131] Tracks: 0
[Frame 132] Tracks: 0
[Frame 133] Tracks: 2
[Frame 134] Tracks: 1
[Frame 135] Tracks: 0
[Frame 136] Tracks: 0
[Frame 137] Tracks: 0
[Frame 138] Tracks: 0
[Frame 139] Tracks: 0
[Frame 140] Tracks: 0
[Frame 141] Tracks: 0
[Frame 142] Tracks: 0
[Frame 143] Tracks: 0
[Frame 144] Tracks: 0
[Frame 145] Tracks: 2
[Frame 146] Tracks: 0
[Frame 147] Tracks: 0
[Frame 148] Tracks: 0
[Frame 149] Tracks: 0
[Frame 150] Tracks: 0
[Frame 151] Tracks: 0
[Frame 152] Tracks: 0
[Frame 153] Tracks: 0
[Frame 154] Tracks: 0
[Frame 155] Tracks: 0
[Frame 156] Tracks: 0
[Frame 157] Tracks: 0
[Frame 158] Tracks: 0
[Frame 159] Tracks: 0
[Frame 160] Tracks: 0
[Frame 161] Tracks: 1
[Frame 162] Tracks: 1
[Frame 163] Tracks: 0
[Frame 164] Tracks: 0
[Frame 165] Tracks: 0
[Frame 166] Tracks: 0
[Frame 167] Tracks: 0
[Frame 168] Tracks: 0
[Frame 169] Tracks: 0
[Frame 170] Tracks: 0
[Frame 171] Tracks: 0
[Frame 172] Tracks: 0
[Frame 173] Tracks: 0
[Frame 174] Tracks: 1
[Frame 175] Tracks: 0
[Frame 176] Tracks: 0
[Frame 177] Tracks: 0
[Frame 178] Tracks: 0
[Frame 179] Tracks: 1
[Frame 180] Tracks: 0
[Frame 181] Tracks: 0
[Frame 182] Tracks: 0
[Frame 183] Tracks: 1
[Frame 184] Tracks: 0
[Frame 185] Tracks: 0
[Frame 186] Tracks: 0
[Frame 187] Tracks: 0
[Frame 188] Tracks: 0
[Frame 189] Tracks: 0
[Frame 190] Tracks: 0
[Frame 191] Tracks: 0
[Frame 192] Tracks: 0
[Frame 193] Tracks: 0
[Frame 194] Tracks: 0
[Frame 195] Tracks: 1
[Frame 196] Tracks: 0
[Frame 197] Tracks: 0
[Frame 198] Tracks: 0
[Frame 199] Tracks: 0
[Frame 200] Tracks: 0
[Frame 201] Tracks: 0
[Frame 202] Tracks: 0
[Frame 203] Tracks: 0
[Frame 204] Tracks: 0
[Frame 205] Tracks: 0
[Frame 206] Tracks: 0
[Frame 207] Tracks: 0
[Frame 208] Tracks: 0
[Frame 209] Tracks: 0
[Frame 210] Tracks: 0
[Frame 211] Tracks: 1
[Frame 212] Tracks: 0
[Frame 213] Tracks: 0
[Frame 214] Tracks: 1
[Frame 215] Tracks: 0
[Frame 216] Tracks: 0
[Frame 217] Tracks: 0
[Frame 218] Tracks: 1
[Frame 219] Tracks: 0
[Frame 220] Tracks: 0
[Frame 221] Tracks: 0
[Frame 222] Tracks: 0
[Frame 223] Tracks: 0
[Frame 224] Tracks: 0
[Frame 225] Tracks: 0
[Frame 226] Tracks: 0
[Frame 227] Tracks: 0
[Frame 228] Tracks: 0
[Frame 229] Tracks: 0
[Frame 230] Tracks: 0
[Frame 231] Tracks: 0
[Frame 232] Tracks: 0
